trail,beach,boardwalk,botanical_garden,bridge,canal/natural,cemetery,cliff,coast,creek,dam,desert/sand,desert_road,driveway,farm,field,field_road,forest,forest_path,golf_course,highway,hot_spring,islet,japanese_garden,lagoon,lake/natural,lawn,marsh,mountain,mountain_path,ocean,orchard,picnic_area,pond,river,sky,swamp,swimming_hole,trench,valley,vineyard,waterfall,watering_hole,young_forest,elevation,length,cluster,latitude,longitude
Cobble Lookout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15640718199795833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12228495824227645,0.3397423890818261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1697636854911101,0.0,0.0,0.0,0.0,0.0035547982431658274,0.005660377358490566,1,44.40398,-73.8788
Codfish Point Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22435806873806813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06956619404425689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11755797871072655,0.10981270624722382,0.0,0.0,0.0,0.010546880737987869,0.008962264150943396,4,42.13333,-74.08583
Cohoes Falls Trail,0.0,0.0,0.0,0.038890905905743726,0.0,0.0,0.0,0.0,0.0683927280701507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10223323837365914,0.0,0.0,0.0,0.0,0.0,0.0,0.33720398000197394,0.0,0.0,0.0010576259235865267,0.0011792452830188679,3,42.78529,-73.71101
Cohotate Preserve Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03633365254196964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11872621700970185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111874618607563,0.002790957298353336,0.002594339622641509,4,42.24606,-73.84304
Cold Spring Harbor Trailhead to Lawrence Hill Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061605876794718635,0.0,0.010998462993208592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017614747657486142,0.0,0.0,0.0,0.0,0.0,0.0,0.03404345774992881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010665300466750807,0.0,0.005537846849890565,0.004245283018867925,4,40.86744,-73.46158
Como Lake Park Area Trails,0.0,0.0,0.0,0.0,0.08196691812759442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01449449438754709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07899412101277246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016745743790120011,0.009433962264150943,4,42.88926,-78.65848000000001
Compass Rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25155857578055724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3817382429525532,0.0,0.0,0.0,0.1392247419865666,0.0,0.0,0.0,0.0,0.006889257752251127,0.004481132075471698,4,41.73857,-74.21839
Coney Island and Brighton Beach Boardwalk Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7730230824969683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17572059800213585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023502798301922823,0.009669811320754715,4,40.57513,-73.96376
Coney Mountain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2459828346829694,0.0,0.0,0.0,0.03287819494340191,0.0,0.04319620420400564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15416302726787887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625547113725841,0.0,0.0,0.0,0.0,0.008093776165224673,0.004952830188679246,1,44.10087,-74.52933
Congers Lake Trail and Boardwalk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10199186893363656,0.10586680113051064,0.0,0.13014421217675098,0.0,0.0,0.0,0.0,0.0,0.2312477892724059,0.11062447242447353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047005596603845646,0.005660377358490566,2,41.13861,-73.93916999999999
Conklin Gully 12 Falls Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459161132007253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18216226137087788,0.0,0.0,0.0,0.0,0.0,0.07058892564908548,0.0,0.0,0.0,0.0,0.030847570702325345,0.0,0.0,0.0,0.0,0.009680215050604462,0.008018867924528302,3,42.63505,-77.36749
Conklin Mountain Loop Via 7 Hills and Buck Trails,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4228725211006759,0.24247439331627765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007507645619897394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006639540520293198,0.008490566037735849,0,41.19847,-74.12913
Connecticut Hill Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4566589199456122,0.3348348030470222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03975195638393203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011266653935984252,0.01320754716981132,0,42.349309999999996,-76.7371
Conner Bay and Ram's Head Loop,0.5503366383897793,0.0,0.0,0.0,0.0,0.0,0.0,0.5418610421093226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6634085092815502,0.0,0.6199702134229503,0.0,0.0,0.0,0.0,0.0,0.2804940628468253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021593195939891593,0.01179245283018868,5,44.77548,-73.39453
Connetquot River State Park Preserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16796585508774636,0.0,0.11988369859594145,0.0,0.0,0.0,0.0,0.0,0.0,0.24560937545428765,0.0,0.25942857633557304,0.11116065582741518,0.0,0.0,0.0,0.0,0.0,0.0,0.0005728807086093688,0.007075471698113208,2,40.748799299999995,-73.1519953
Conservation Trail,0.0,0.08048362684029567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13867155677431509,0.17351459653339935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008873293958503583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002790957298353336,0.012971698113207548,4,42.92228,-78.42146
Constitution Marsh Audubon Center and Sanctuary Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14316886881052185,0.0,0.1242477908936509,0.0,0.0,0.0,0.0,0.0,0.14180850023274888,0.20051308557762,0.0,0.09102587110877053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022033873408052644,0.002830188679245283,2,41.40425,-73.9343
Cook Mountain Preserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07904362289688756,0.0,0.08935561366447435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21555687048690408,0.0,0.0,0.0,0.0,0.013925407993889272,0.006839622641509434,4,43.81713,-73.43806
Cooper Kiln Pond Trail,0.0,0.009144046695528756,0.0,0.0,0.0,0.0,0.0,0.0,0.1525867325214436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09286910551157647,0.0,0.0,0.0,0.06350884050141897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046760729047116936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01701015027101664,0.012028301886792452,4,44.405609999999996,-73.88459
Copperas Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23191471973308525,0.0,0.04674645738659623,0.0,0.0,0.0,0.0,0.0,0.07263288793513065,0.3241978299880223,0.0,0.0,0.0,0.0,0.09752588149145718,0.0,0.0,0.0,0.0,0.0051999941243004244,0.0023584905660377358,2,44.33512,-73.8998
Corbin Hill and Pawling Nature Reserve via Appalachian Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038321748200762284,0.12708997945111355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022161409784707167,0.06842030672919247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0499832984013949,0.0,0.0,0.0,0.0,0.03150843897351528,0.0294811320754717,4,41.59255,-73.58807
Corinth Reservoir to Redmond's Overlook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254597531300962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04088668154552129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3643269142594943,0.0,0.0,0.0,0.0,0.011604506661574393,0.008490566037735849,1,43.25072,-73.86246
Cougar Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5305669279564592,0.2729418556805429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02840118660204612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003319770260146599,0.0030660377358490572,0,43.661229999999996,-73.78482
Coxing Trail Loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2261163879412285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02324116914325796,0.0,0.0,0.0,0.0,0.0,0.0,0.06479830844993,0.0,0.0,0.0,0.0,0.0,0.03470542499877575,0.0,0.0,0.0,0.0,0.0,0.0,0.12078743889650174,0.0,0.0,0.017436138490238996,0.017216981132075468,3,41.74471,-74.19722
Coyotes Den Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3822099814513004,0.208609250046214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07778660058132493,0.0,0.0,0.0,0.0,0.0,0.0038045154751237572,0.0047169811320754715,0,43.13624,-77.51338
Cranberry Bog Loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10240773365714398,0.0,0.11839546861533405,0.0,0.0,0.0,0.0,0.0,0.22257252607045397,0.1690921767558515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02771172418611636,0.0,0.00027909572983533354,0.002122641509433963,2,40.9028,-72.67206999999999
Cranberry Lake Loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2190433389322569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695373836296348,0.0,0.0,0.0,0.0,0.0,0.025211394233842183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19303682219154086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05561349648192488,0.11391509433962264,4,44.13195,-74.9215
Cranberry Mountain Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1843700275482993,0.0,0.34577258223665386,0.17047346953504516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12013395841518235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006360444790457864,0.008254716981132075,0,41.5080912,-73.550173
Crandall Woods Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20829705377779256,0.8935439424210847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06378790310871987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2815504097050699,0.0,0.0,0.0,0.0,0.0,0.0010576259235865267,0.004009433962264151,0,43.322648799999996,-73.66459609999998
Crane Mountain Loop Hike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032554285371915924,0.0,0.019060817029987503,0.0,0.0,0.0,0.0,0.0,0.04232254147503573,0.04289570475411235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024826072017981426,0.0,0.01975703982255388,0.007311320754716981,4,43.53768,-73.96778
Crane Mountain Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01863911262196727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2070559613443621,0.5534151545911199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03731699509374787,0.21217899873555604,0.0,0.0,0.0,0.0,0.020183028041776224,0.00589622641509434,1,43.53768,-73.96778
Crane Mountain via Crane Mountain Path,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1519708629834777,0.15504152898295298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3986355707994992,0.0,0.0,0.0,0.0,0.016760433039058713,0.004481132075471698,1,43.53756,-73.96793000000001
Creek  Fuller Mountain  and South Loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4240021577690059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020969335823141002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1880985742855009,0.0,0.0,0.0,0.033304643579091894,0.0051999941243004244,0.00589622641509434,0,41.212559999999996,-74.36955999999999
Crescent Trail  White Brook Loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20888289208492145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08942978020377032,0.0,0.07019176787382593,0.0,0.0,0.0,0.0,0.0,0.2710628196456283,0.053951516351310264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005288129617932637,0.0047169811320754715,2,43.0702359,-77.3898411
Cross Bay and West Pond Loop Trail,0.22123199689234346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4403311155074662,0.09291332384384536,0.0,0.15976497564066455,0.0,0.0,0.0,0.0,0.0,0.047665265921912316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007638409448124918,0.009905660377358492,5,40.617290000000004,-73.82354000000001
Dabes Diversion Loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2678875058924447,0.313901585608222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16850344125692454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008960441852608076,0.009669811320754715,0,42.4885563,-76.1771103
Dam Overlook Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06110682879849552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05926586031976961,0.02135031725221455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1155053996130962,0.0,0.0,0.0,0.17957517176818116,0.003363838006962704,0.0061320754716981144,4,42.72741,-77.92011
Dater Mountain Loop Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08339497816536816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2882964385050801,0.0,0.0,0.0,0.0,0.0059638350691129174,0.00518867924528302,1,41.171418200000005,-74.1769409
David A. Sarnoff Pine Barrens Preserve,0.0,0.0,0.11157502938363288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7517906980847866,0.0,0.0,0.0,0.0,0.0,0.0965151805825911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02402676164211704,0.0,0.0,0.0,0.002688132555782423,0.01037735849056604,0,40.90569,-72.65576999999999
David Weld Sanctuary Tour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5387896905317056,0.0,0.0,0.0,0.0,0.0,0.0,0.07437819147162167,0.12952406831758134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009158342385958506,0.0,0.0,0.0,0.0,0.0013954786491766676,0.0047169811320754715,4,40.90521,-73.2087
Dean Homestead Heritage Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2251675045139413,0.0,0.13641296768444675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060414250332249876,0.00674236526286411,0.0061320754716981144,4,43.4301,-73.92721999999999
Death Falls Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3858352311117145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765974744362101,0.0,0.0,0.0,0.037111109602190766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382387507184711,0.0,0.0,0.0,0.0,0.0,0.0,0.2658179236445225,0.0,0.0,0.00027909572983533354,0.0014150943396226414,3,43.81276,-74.59617
Debar Mountain Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06722333911592583,0.08663198476579312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049465743382916635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1861356580962565,0.02572087489166679,0.01108490566037736,4,44.5863,-74.25503
Deckertown Falls (3 falls),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41423873580073545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12831273015376587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08340817047371497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3648630583886931,0.0,0.0,0.0010576259235865267,0.0007075471698113207,3,42.3434,-76.8312
Deer Leap Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07915631580921177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02949353429584897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12759396138185053,0.0,0.0,0.0,0.23734358869228595,0.011266653935984252,0.008254716981132075,4,43.661229999999996,-73.54474
Deer Lick Nature Sanctuary Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2087540965560284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09631449768309933,0.0,0.0,0.0,0.05811725070255758,0.0,0.0,0.0,0.0,0.0,0.0,0.00593420532848507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006301687794703057,0.007311320754716981,4,42.419979600000005,-78.90525699999999
Deferiet Riverfront Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023120329315605585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048001385141955434,0.0032078908644220553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04149801419938153,0.0,0.0,0.04490324711170824,0.0,0.0004259882192223512,0.002830188679245283,4,44.033640000000005,-75.68602
Delaware Park Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07081208526567233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1118648178982512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26309017090526404,0.4185648570290373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03949261714111811,0.0,0.0006610162022415794,0.004245283018867925,2,42.93162,-78.85505
Delaware and Hudson Rail-Trail  Granville to West Pawlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1334819919675185,0.3526767827925634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01804252266319424,0.0,0.0,0.0,0.0,0.0035547982431658274,0.01910377358490566,4,43.40555,-73.26084
Dennings Point and Klara Sauer Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08264124241221794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026464721826029467,0.031165605598533163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054261995365623645,0.0,0.0,0.0022033873408052644,0.0125,4,41.48894,-73.97404
Devil's Bathtub Trail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1780314478616945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713345126624563,0.0,0.13435675236396574,0.0,0.0,0.0,0.0,0.0,0.13807661888414835,0.0,0.0,0.2817708682239441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003128810023943476,0.004481132075471698,2,43.02378,-77.57404
Devil's Hole,0.0,0.0,0.0,0.0,0.0,0.0,0.0844053105619442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12006157327889665,0.3045936731676381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05155993411784338,0.0,0.0,0.0,0.0,0.006213552301070846,0.00660377358490566,4,43.133140000000004,-79.04800999999999
Devil's Path  Indian Mountain  Twin Mountain  Plateau Mountain Loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16632201041416045,0.15139344958105605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3068557008904392,0.0,0.0,0.0,0.1843578350951403,0.12443262775974265,0.04646226415094338,1,42.13395,-74.10451
Devil's Path East to West,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08013422310383983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09472863941246447,0.0,0.0,0.0,0.0,0.0,0.0,0.10149987371714594,0.0,0.0,0.0,0.2801301320642049,0.0,0.0,0.0,0.0,0.1200405423270708,0.05141509433962264,1,42.13398,-74.10434000000001
Devil's Path Red Trail,0.0,0.0,0.08657390221135254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40622898805709096,0.0,0.0,0.0,0.0,0.0,0.14441643368319362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08302056008338418,0.05536377924996695,0.02429245283018868,0,42.19208,-74.32434
Devil's Path to Hunter Mountain Loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2765190845804323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05769917951424181,0.032576998191691464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054168572948733035,0.0,0.0,0.0,0.0,0.05339541989218091,0.02688679245283019,4,42.15927,-74.20363
Devil's Path to the Jimmy Dolan Notch Overlook and Twin Mountain Summit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05272911808431141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036464006401872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960510809524611,0.0,0.0,0.0,0.09920441707086693,0.025676807144850683,0.013915094339622642,4,42.13393,-74.1045
